fecha,apertura,maximo,minimo,cierre,volumen,openint
"2018-01-22","164.00000","164.75","163","164.00000","103597","0"
"2018-01-23","165.00000","165","163","163.75000","129232","0"
"2018-01-24","163.00000","164","162.35","162.35001","4281425","0"
"2018-01-25","164.00000","164","162.15","162.20000","469008","0"
"2018-01-26","162.00000","162.5","162","162.50000","285769","0"
"2018-01-30","163.00000","163","159","159.00000","61060","0"
"2018-01-31","159.50000","160","159.25","160.00000","118643","0"
"2018-02-01","161.00000","161","159.6","159.60001","133496","0"
"2018-02-02","159.60001","161","157","157.14999","394692","0"
"2018-02-05","157.00000","157","155.5","156.00000","193761","0"
"2018-02-06","155.50000","157","154.5","156.89999","277648","0"
"2018-02-07","157.00000","158.25","157","157.05000","517174","0"
"2018-02-08","156.05000","156.75","155.85","155.85001","24660","0"
"2018-02-09","156.00000","157","152","153.39999","167536","0"
"2018-02-14","154.89999","154.9","152.98","152.98000","101464","0"
"2018-02-15","155.00000","155.7","154.6","155.39999","1017557","0"
"2018-02-16","155.75000","157","155.75","157.00000","334674","0"
"2018-02-19","157.20000","158.35","157.2","158.35001","809256","0"
"2018-02-20","156.00000","156.5","155.8","156.10001","1390302","0"
"2018-02-21","157.00000","157","156.35","156.35001","221392","0"
"2018-02-22","157.00000","157","155.82","155.95000","1883224","0"
"2018-02-23","156.00000","156","155.5","155.89999","84334","0"
"2018-02-26","156.50000","157","156.25","156.68300","539440","0"
"2018-02-27","156.70000","156.7","155.5","156.19901","2859972","0"
"2018-02-28","155.80000","156","155.75","155.75000","378013","0"
"2018-03-01","155.30099","156","155.25","155.30000","1578647","0"
"2018-03-02","154.70000","155.5","154.7","155.41901","3320241","0"
"2018-03-05","155.50000","155.5","154.5","154.50000","43505","0"
"2018-03-06","155.50000","155.5","155","155.00000","80146","0"
"2018-03-07","155.45000","155.45","154.5","154.60001","358483","0"
"2018-03-08","156.75000","156.75","154","155.50000","600489","0"
"2018-03-09","156.50000","156.7","155.65","156.50000","1290522","0"
"2018-03-12","155.50000","157.06","155.5","156.89999","232398","0"
"2018-03-13","156.10001","157.3","156","157.00000","348302","0"
"2018-03-14","158.00000","158","156.5","156.50000","889738","0"
"2018-03-15","156.70000","156.7","155.7","155.89999","590148","0"
"2018-03-16","156.00000","156","155.65","155.64999","122618","0"
"2018-03-19","155.55000","155.55","154","154.70000","516442","0"
"2018-03-20","154.70000","155.5","154.7","155.50000","239691","0"
"2018-03-21","155.14999","155.7","155.15","155.50000","58096","0"
"2018-03-22","156.30000","156.3","155.25","155.80000","258402","0"
"2018-03-23","155.00000","155","154.6","154.60001","31114","0"
"2018-03-26","154.70000","155.2","154.7","155.20000","385854","0"
"2018-03-27","156.00000","157","156","157.00000","57478","0"
"2018-03-28","157.00000","157","156","156.50000","74256","0"
"2018-04-03","156.50000","157.5","156","156.25000","92249","0"
"2018-04-04","155.25000","158","154.75","156.30000","824770","0"
"2018-04-05","156.64999","158.5","156.55","156.55000","1628451","0"
"2018-04-06","157.00000","157","156.5","156.50000","41814","0"
"2018-04-09","156.50000","157.3","156.5","157.25000","185237","0"
"2018-04-10","157.50000","157.6","157.25","157.25000","980114","0"
"2018-04-11","157.10001","159","156.7","158.00000","62707","0"
"2018-04-12","156.39999","158.7","156.4","158.00000","125625","0"
"2018-04-13","158.00999","158.35","157.6","158.10001","157937","0"
"2018-04-16","157.00000","158.45","157","158.45000","68683","0"
"2018-04-17","159.00000","159","158.25","158.64999","125250","0"
"2018-04-18","158.50000","158.8","158.5","158.50000","150374","0"
"2018-04-19","158.50000","158.5","157.6","157.70000","185271","0"
"2018-04-20","157.50000","157.65","157","157.23000","132540","0"
"2018-04-23","157.20000","157.25","157","157.25000","93514","0"
"2018-04-24","156.99899","156.999","156.5","156.50000","152374","0"
"2018-04-25","156.24899","156.249","156","156.10001","461706","0"
"2018-04-26","156.74899","156.749","153.5","153.50000","1909129","0"
"2018-04-27","155.50000","155.75","154","155.75000","476068","0"
"2018-05-02","156.00000","156","150","152.50000","384736","0"
"2018-05-03","151.50000","151.5","147","147.00000","74880","0"
"2018-05-04","148.50101","152","148.501","151.80000","1822765","0"
"2018-05-07","150.50000","150.75","148","148.00000","543272","0"
"2018-05-08","144.00000","150","144","147.25000","2869236","0"
"2018-05-09","146.00000","147.9","143.25","146.50000","589451","0"
"2018-05-10","147.00000","152","147","149.00000","2716822","0"
"2018-05-11","150.00000","150","146.2","147.60001","836306","0"
"2018-05-14","147.00000","147","145.5","146.50000","1008165","0"
"2018-05-15","146.00000","150","146","148.00000","785552","0"
"2018-05-16","148.25000","152","148.25","151.50000","853024","0"
"2018-05-17","151.00000","151","149.76","149.75999","321763","0"
"2018-05-18","149.00000","149.65","149","149.50000","611039","0"
"2018-05-21","149.75000","151.7","149.6","150.50000","505456","0"
"2018-05-22","150.50000","151.75","150.4","150.39999","2188005","0"
"2018-05-23","150.30000","152","150.3","152.00000","178565","0"
"2018-05-24","153.00000","153","151","151.70000","116052","0"
"2018-05-28","151.70000","151.7","151","151.25000","89873","0"
"2018-05-29","150.00000","150","148.9","149.00000","1485495","0"
"2018-05-30","149.00000","149","147.75","148.00000","351537","0"
"2018-05-31","147.95000","147.95","145","146.14999","962977","0"
"2018-06-01","145.00000","147","145","147.00000","198059","0"
"2018-06-04","149.00000","149.5","149","149.20000","110406","0"
"2018-06-05","151.00000","151.75","150.5","150.98900","1214153","0"
"2018-06-06","151.75000","151.75","150","151.50000","821147","0"
"2018-06-07","150.75000","151","150","150.85001","655246","0"
"2018-06-08","152.00000","152","150.9","151.60001","2982021","0"
"2018-06-11","152.00000","152","149.69","149.75000","2282666","0"
"2018-06-12","148.50000","149.5","148.1","148.50000","1525337","0"
"2018-06-13","148.50000","149.5","146.1","147.00000","1387319","0"
"2018-06-14","146.00000","146","144","145.00000","663355","0"
"2018-06-15","145.00000","145.5","142.5","142.50000","640186","0"
"2018-06-18","142.05000","142.5","140.5","141.50000","991138","0"
"2018-06-19","142.00000","142.6","140.75","141.50000","2164133","0"
"2018-06-21","143.75000","144.6","143.65","144.50000","690809","0"
"2018-06-22","146.50000","146.5","145.7","145.89999","2276380","0"
"2018-06-25","145.80000","145.8","144.5","145.00000","428853","0"
"2018-06-26","144.45000","144.45","143","143.10001","326722","0"
"2018-06-27","142.00000","142","140.45","140.55000","261069","0"
"2018-06-28","132.00000","134.25","132","134.00000","365435","0"
"2018-06-29","133.00000","133","129.75","129.75000","1852445","0"
"2018-07-02","128.00000","131.35","127.25","130.35001","2273814","0"
"2018-07-03","134.00000","134","132.3","132.30000","243713","0"
"2018-07-04","132.50000","134","132.5","133.75000","566959","0"
"2018-07-05","134.00000","135.35","134","135.00000","714737","0"
"2018-07-06","135.50000","136","135.1","135.89999","1970580","0"
"2018-07-10","136.00000","137","133.5","135.00000","470605","0"
"2018-07-11","133.50000","135","133.5","133.50000","214639","0"
"2018-07-12","136.00000","136","133.5","135.00000","194920","0"
"2018-07-13","135.00000","135.2","134","134.50000","1056224","0"
"2018-07-16","130.00000","135","130","134.89999","253277","0"
"2018-07-17","134.00000","134","133","133.50000","98173","0"
"2018-07-18","134.30000","134.3","131.75","133.39999","931320","0"
"2018-07-19","133.00000","133.8","133","133.39999","1052429","0"
"2018-07-20","134.35001","134.35","133","133.89999","419129","0"
"2018-07-23","134.00000","134","132","132.00000","406322","0"
"2018-07-24","131.50000","134","131.5","133.25000","844128","0"
"2018-07-25","133.25000","133.9","133.2","133.20000","556082","0"
"2018-07-26","133.70000","135.4","133.7","134.25000","594320","0"
"2018-07-27","135.39999","136","134.9","135.50000","1647228","0"
"2018-07-30","136.30000","136.3","135.5","135.55000","263361","0"
"2018-07-31","135.55000","136.1","135.55","136.00000","1075477","0"
"2018-08-01","135.50000","136","135.45","135.85001","326930","0"
"2018-08-02","135.00000","135.85","135","135.14999","91078","0"
"2018-08-03","135.25000","136","135.25","135.30000","116269","0"
"2018-08-06","135.50000","135.5","135","135.00000","39269","0"
"2018-08-07","134.00000","134.5","133","133.20000","262769","0"
"2018-08-08","132.00000","132","131.7","131.70000","205466","0"
"2018-08-09","131.50000","131.5","127.8","128.25000","68940","0"
"2018-08-10","122.00000","124.5","122","122.00000","220255","0"
"2018-08-13","119.00000","119.05","116.5","117.50000","904919","0"
"2018-08-14","118.50000","123","118.5","123.00000","552359","0"
"2018-08-15","122.50000","124","121","123.25000","1203059","0"
"2018-08-16","125.00000","127","125","125.80000","1688311","0"
"2018-08-17","126.80000","126.8","125","126.00000","547007","0"
"2018-08-21","126.00000","126","124.5","125.00000","597332","0"
"2018-08-22","124.75000","124.75","124.2","124.50000","292484","0"
"2018-08-23","124.50000","124.75","123.7","124.00000","1228891","0"
"2018-08-24","126.00000","126","122.5","123.00000","690791","0"
"2018-08-27","122.00000","124.2","120","123.50000","1088091","0"
"2018-08-28","123.00000","124","121.55","122.15000","897630","0"
"2018-08-29","122.15000","122.9","117","119.00000","835138","0"
"2018-08-30","117.00000","118.5","115","117.00000","1627336","0"
"2018-08-31","117.00000","118","114.1","117.35000","1714636","0"
"2018-09-03","120.00000","120","117","118.90000","196569","0"
"2018-09-04","115.00000","116.9","115","116.00000","179856","0"
"2018-09-05","117.05000","119.05","116.5","118.50000","818670","0"
"2018-09-06","119.05000","120","118.9","119.65000","436555","0"
"2018-09-07","120.95000","120.95","116.5","119.85000","237949","0"
"2018-09-10","120.00000","120","116.5","118.50000","142202","0"
"2018-09-11","118.00000","118.25","117","118.25000","195622","0"
"2018-09-12","119.25000","122","119.25","120.50000","849335","0"
"2018-09-13","122.00000","122","121","121.15000","422971","0"
"2018-09-14","121.50000","125","121.5","125.00000","179047","0"
"2018-09-17","125.75000","126.15","125.4","125.90000","1836383","0"
"2018-09-18","126.50000","126.5","124.55","125.10000","175774","0"
"2018-09-19","127.50000","130","127.5","128.75000","364160","0"
"2018-09-20","131.00000","132.5","130.25","132.00000","988293","0"
"2018-09-21","132.00000","132.75","131","132.60001","390443","0"
"2018-09-24","133.00000","133","131","131.00000","144290","0"
"2018-09-25","130.00000","132.1","130","131.75000","1629387","0"
"2018-09-26","131.00000","131","129.75","130.00000","2023036","0"
"2018-09-27","132.00000","133.5","130.25","132.30000","2983331","0"
"2018-09-28","130.75000","130.75","128","128.00000","209113","0"
"2018-10-01","128.00000","130","128","129.05000","485264","0"
"2018-10-02","129.50000","129.6","129.05","129.05000","39977","0"
"2018-10-03","130.00000","130","128.9","128.89999","125082","0"
"2018-10-04","125.95000","126","124.5","124.50000","390548","0"
"2018-10-05","124.00000","124.5","123.25","123.75000","144916","0"
"2018-10-08","123.75000","124","122","122.00000","88528","0"
"2018-10-09","122.00000","124.85","122","124.20000","395776","0"
"2018-10-10","123.45000","123.45","122.5","123.00000","51251","0"
"2018-10-11","122.00000","123.5","122","123.50000","31986","0"
"2018-10-12","124.00000","124.7","123.5","124.70000","64707","0"
"2018-10-16","126.50000","126.5","125.25","125.90000","469431","0"
"2018-10-17","124.25000","125","124","125.00000","127460","0"
"2018-10-18","124.45000","124.45","122.1","123.80000","226254","0"
"2018-10-19","123.50000","124.25","122.05","123.50000","176377","0"
"2018-10-22","123.50000","124","123","123.95000","754069","0"
"2018-10-23","123.00000","124","121.5","123.50000","273069","0"
"2018-10-24","124.95000","124.95","122","122.00000","457197","0"
"2018-10-25","123.00000","125","123","124.00000","2670601","0"
"2018-10-26","125.00000","125","123.7","124.30000","1527081","0"
"2018-10-29","124.30000","125","123.75","123.80000","1386047","0"
"2018-10-30","123.90000","124.25","123.9","124.05000","2367888","0"
"2018-10-31","124.10000","125.75","124.1","125.50000","1957555","0"
"2018-11-01","127.30000","128.3","127.3","128.00000","636645","0"
"2018-11-02","128.45000","129.5","128.35","129.50000","365133","0"
"2018-11-05","129.50000","131","129.5","131.00000","907223","0"
"2018-11-06","131.00000","132","131","131.50000","45780","0"
"2018-11-07","132.00000","132","131","131.00000","1070154","0"
"2018-11-08","131.50000","131.5","130.3","130.50000","293689","0"
"2018-11-09","132.00000","132","130","130.00000","703569","0"
"2018-11-12","130.00000","130.1","129","129.85001","204972","0"
"2018-11-13","130.00000","130","127","127.00000","167071","0"
"2018-11-14","128.00000","128.9","128","128.25000","518548","0"
"2018-11-15","128.25000","128.85","128","128.00000","34178","0"
"2018-11-16","129.00000","129","125","126.75000","935098","0"
"2018-11-20","128.00000","128","123.75","124.00000","1002164","0"
"2018-11-21","124.00000","125.3","124","125.25000","236052","0"
"2018-11-22","125.00000","125","124.35","124.75000","614820","0"
"2018-11-23","125.00000","125","124.25","124.25000","100831","0"
"2018-11-26","123.00000","123.4","122.5","123.30000","595909","0"
"2018-11-27","124.00000","124","122","122.00000","283932","0"
"2018-11-28","122.00000","123.5","122","123.50000","241310","0"
"2018-11-29","124.00000","124","122.8","123.80000","6061","0"
"2018-12-03","125.70000","125.85","125","125.00000","398570","0"
"2018-12-04","124.00000","125.1","123.25","123.25000","548526","0"
"2018-12-05","124.00000","124.25","122.75","123.50000","320869","0"
"2018-12-06","123.00000","123","122","122.25000","239178","0"
"2018-12-07","122.50000","123.6","122.2","123.50000","94600","0"
"2018-12-10","121.50000","121.5","120.9","121.00000","289492","0"
"2018-12-11","122.00000","122","119","119.95000","423541","0"
"2018-12-12","119.95000","121.5","119.95","120.80000","541496","0"
"2018-12-13","120.50000","120.95","120.25","120.25000","543927","0"
"2018-12-14","119.90000","119.9","117","118.40000","481308","0"
"2018-12-17","119.00000","119","116.25","116.25000","100823","0"
"2018-12-18","116.25000","117.5","116","116.00000","1523538","0"
"2018-12-19","116.60000","117.45","116","117.00000","853137","0"
"2018-12-20","118.00000","118","115.5","115.50000","990851","0"
"2018-12-21","115.50000","115.5","114","115.50000","1953780","0"
"2018-12-26","117.00000","117","114.3","114.30000","658218","0"
"2018-12-27","108.00000","108.5","107.65","108.50000","74854","0"
"2018-12-28","109.25000","111.5","109","111.50000","544224","0"
"2019-01-02","111.25000","112.75","110","112.40000","634319","0"
"2019-01-03","112.85000","115","112.85","115.00000","916238","0"
"2019-01-04","115.00000","118.5","115","118.25000","570001","0"
"2019-01-07","120.00000","120","118.5","119.00000","334700","0"
"2019-01-08","119.00000","119","117.75","118.35000","78957","0"
"2019-01-09","119.30000","120","119.25","119.60000","503542","0"
"2019-01-10","119.90000","120","119.25","119.25000","290730","0"
"2019-01-11","119.50000","120","119.2","120.00000","232708","0"
"2019-01-14","119.00000","120.25","119","120.20000","705021","0"
"2019-01-15","120.25000","121","120.25","121.00000","370889","0"
"2019-01-16","121.75000","122.6","121.75","122.00000","913892","0"
"2019-01-17","122.10000","122.25","121.05","122.25000","289326","0"
"2019-01-18","122.00000","123.5","122","123.15000","339148","0"
"2019-01-21","124.00000","124.3","121","122.25000","228345","0"
"2019-01-22","122.00000","122","121.1","121.35000","655534","0"
"2019-01-23","121.45000","123","121.45","122.75000","1086191","0"
"2019-01-24","124.00000","125.75","124","125.75000","999333","0"
"2019-01-25","127.00000","127","124.5","125.00000","924094","0"
"2019-01-28","125.00000","125","123.75","123.75000","214195","0"
"2019-01-29","123.00000","123.75","123","123.45000","804732","0"
"2019-01-30","123.30000","123.5","122.5","122.80000","454102","0"
"2019-01-31","123.50000","126.25","122.85","125.35000","2828162","0"
"2019-02-01","125.75000","126.5","125","126.15000","1155940","0"
"2019-02-04","126.00000","127","125","126.75000","96787","0"
"2019-02-05","127.00000","127.8","127","127.25000","227882","0"
"2019-02-06","126.55000","126.55","125.9","126.30000","394966","0"
"2019-02-07","125.50000","125.5","124","125.40000","170495","0"
"2019-02-08","126.60000","126.95","125.4","125.50000","169787","0"
"2019-02-11","125.00000","126","125","125.20000","148383","0"
"2019-02-12","125.75000","125.75","124","124.50000","198955","0"
"2019-02-13","125.00000","125.5","124.25","125.40000","503642","0"
"2019-02-14","125.40000","125.75","124","125.75000","44185","0"
"2019-02-15","124.25000","124.25","124.1","124.10000","56800","0"
"2019-02-18","125.00000","125","124","124.75000","10771","0"
"2019-02-19","124.00000","124.25","122.1","122.50000","181545","0"
"2019-02-20","120.00000","122","120","122.00000","225776","0"
"2019-02-21","121.50000","122","120.8","122.00000","49833","0"
"2019-02-22","122.50000","123","122.5","122.75000","467699","0"
"2019-02-25","123.00000","123.25","122.75","123.00000","476096","0"
"2019-02-26","123.00000","124","122.6","123.10000","553672","0"
"2019-02-27","123.50000","123.5","122.25","123.00000","647696","0"
"2019-02-28","122.00000","122.45","122","122.00000","553448","0"
"2019-03-01","120.55000","121.4","120.55","120.75000","687518","0"
"2019-03-06","120.55000","120.55","118.75","119.00000","303398","0"
"2019-03-07","117.75000","117.9","116","116.00000","424516","0"
"2019-03-08","116.00000","116.75","116","116.75000","44397","0"
"2019-03-11","119.00000","119.45","118.95","119.00000","640396","0"
"2019-03-12","119.00000","119.5","118","119.50000","361618","0"
"2019-03-13","119.00000","119.25","118","118.50000","386990","0"
"2019-03-14","119.50000","120","119","119.00000","227548","0"
"2019-03-15","119.50000","120.8","119.5","120.40000","812439","0"
"2019-03-18","120.00000","121","120","121.00000","125530","0"
"2019-03-19","121.00000","121","120","120.55000","588137","0"
"2019-03-20","120.55000","121.5","118.5","120.80000","355549","0"
"2019-03-21","120.75000","121.45","120.25","120.50000","305310","0"
"2019-03-22","120.00000","120","119","119.00000","174782","0"
"2019-03-25","119.00000","119.25","118.5","119.25000","176910","0"
"2019-03-26","119.00000","119.25","118.3","119.20000","520222","0"
"2019-03-27","119.00000","119","118","118.20000","298427","0"
"2019-03-28","118.75000","119","118","119.00000","247739","0"
"2019-03-29","119.50000","120.5","119.3","120.50000","477780","0"
"2019-04-01","120.70000","121","119.5","119.50000","769598","0"
"2019-04-03","119.75000","120.3","119.75","120.25000","900117","0"
"2019-04-04","119.50000","119.65","118.65","119.00000","52704","0"
"2019-04-05","119.00000","119","117.9","118.35000","407307","0"
"2019-04-08","118.00000","118","116.75","116.80000","655591","0"
"2019-04-09","117.10000","117.95","116.5","116.80000","426241","0"
"2019-04-10","117.50000","117.5","115.65","116.50000","1418990","0"
"2019-04-11","116.50000","117","114.5","114.50000","540862","0"
"2019-04-12","115.90000","115.9","115","115.00000","456797","0"
"2019-04-15","114.00000","115.35","114","115.35000","486627","0"
"2019-04-16","115.60000","116.5","115.6","115.75000","966819","0"
"2019-04-17","115.05000","115.5","114.5","114.90000","583917","0"
"2019-04-22","114.00000","114.35","111.5","114.00000","268137","0"
"2019-04-23","114.00000","114.2","112.75","112.75000","614244","0"
"2019-04-24","110.00000","110","107","108.50000","127074","0"
"2019-04-25","106.90000","109.3","105.2","109.25000","2947853","0"
"2019-04-26","110.00000","110","106.7","106.70000","1250716","0"
"2019-04-29","105.00000","108.5","105","108.25000","757988","0"
"2019-04-30","106.70000","109.05","106.7","108.25000","1252398","0"
"2019-05-02","106.75000","107.75","106.75","107.00000","1347694","0"
"2019-05-03","108.50000","109.95","108","109.95000","409081","0"
"2019-05-06","109.75000","111.5","109.75","111.40000","90090","0"
"2019-05-07","111.40000","112","111","111.50000","342162","0"
"2019-05-08","112.50000","113.25","112.25","113.10000","558964","0"
"2019-05-09","112.90000","113.5","112.5","113.50000","264441","0"
"2019-05-10","114.00000","114","113","113.50000","865823","0"
"2019-05-13","112.00000","112.5","111.5","112.50000","546093","0"
"2019-05-14","114.00000","114","112.4","112.50000","1685854","0"
"2019-05-15","112.50000","113.75","112.5","113.00000","913223","0"
"2019-05-16","113.25000","113.5","112.55","112.55000","781983","0"
"2019-05-17","112.25000","112.25","111","111.00000","171080","0"
"2019-05-20","111.75000","113","111.4","113.00000","584602","0"
"2019-05-21","114.50000","115.5","114","114.25000","496040","0"
"2019-05-22","114.00000","114","113","113.05000","328097","0"
"2019-05-23","112.25000","113.8","112.25","113.80000","436780","0"
"2019-05-24","114.00000","114.25","114","114.25000","853953","0"
"2019-05-27","114.55000","115","114","115.00000","131788","0"
"2019-05-28","115.00000","115","113.5","113.50000","436280","0"
"2019-05-29","114.00000","114","113","113.75000","302330","0"
"2019-05-30","113.25000","113.6","113","113.00000","351674","0"
"2019-05-31","112.50000","112.5","111","111.75000","350588","0"
"2019-06-03","112.50000","112.5","109.1","110.50000","63208","0"
"2019-06-04","110.50000","113","110.5","112.75000","563328","0"
"2019-06-05","112.30000","112.6","112.1","112.25000","993144","0"
"2019-06-06","112.20000","113","112.2","112.35000","984984","0"
"2019-06-07","113.10000","113.1","112","113.00000","1018565","0"
"2019-06-10","113.00000","113.5","113","113.35000","506078","0"
"2019-06-11","114.50000","115.05","114.5","115.05000","454200","0"
"2019-06-12","116.75000","121","116.75","119.75000","807746","0"
"2019-06-13","119.00000","121","118.75","121.00000","889379","0"
"2019-06-14","119.20000","122","118.5","120.50000","198188","0"
"2019-06-18","120.50000","122.5","120.5","122.00000","464936","0"
"2019-06-19","122.00000","122.5","121","122.00000","679954","0"
"2019-06-21","123.00000","123.5","122","122.00000","2163489","0"
"2019-06-24","122.95000","122.95","121","121.00000","436025","0"
"2019-06-25","121.50000","121.5","120.5","120.50000","445685","0"
"2019-06-26","120.50000","121","120","120.00000","144126","0"
"2019-06-27","114.50000","115.8","114.5","115.50000","749980","0"
"2019-06-28","117.00000","118","116.75","117.55000","651828","0"
"2019-07-01","118.00000","120.25","118","118.70000","194362","0"
"2019-07-02","120.00000","120.75","120","120.00000","304040","0"
"2019-07-03","121.00000","121.25","120.5","120.70000","954404","0"
"2019-07-04","122.00000","122","120.8","121.20000","116104","0"
"2019-07-05","120.90000","120.9","119.5","120.70000","680320","0"
"2019-07-10","122.00000","122","120.9","121.30000","1962086","0"
"2019-07-11","121.45000","121.45","120","121.00000","670589","0"
"2019-07-12","122.00000","122","121.2","121.20000","53864","0"
"2019-07-15","121.00000","121.8","120.85","121.80000","1156811","0"
"2019-07-16","121.50000","121.5","120.25","121.50000","1045135","0"
"2019-07-17","121.00000","123","121","121.45000","1211015","0"
"2019-07-18","120.25000","121.4","120.25","121.40000","814044","0"
"2019-07-19","121.40000","123.5","120.95","123.50000","1088684","0"
"2019-07-22","123.85000","123.85","119.4","121.35000","244787","0"
"2019-07-23","121.30000","122","121","121.25000","338002","0"
"2019-07-24","120.50000","121.7","119.75","120.75000","1240442","0"
"2019-07-25","119.50000","120.5","119.3","120.50000","358424","0"
"2019-07-26","120.70000","121.75","120.7","121.75000","237540","0"
"2019-07-29","121.80000","122.5","121","122.50000","399987","0"
"2019-07-30","121.00000","122.15","121","122.15000","406784","0"
"2019-07-31","122.15000","123.5","121.25","122.95000","533702","0"
"2019-08-01","122.95000","122.95","121.5","121.80000","404980","0"
"2019-08-02","121.25000","121.25","120.5","120.50000","487722","0"
"2019-08-05","118.70000","118.7","117.25","117.90000","732210","0"
"2019-08-06","118.50000","118.5","117","117.50000","126939","0"
"2019-08-07","118.50000","118.5","117.45","118.25000","360848","0"
"2019-08-08","117.65000","117.65","116.8","117.30000","650567","0"
"2019-08-09","117.40000","119.5","117.4","119.50000","231739","0"
"2019-08-12","108.00000","108","84.5","85.00000","561150","0"
"2019-08-13","84.00000","87","75","77.25000","795303","0"
"2019-08-14","76.10000","76.1","70","73.00000","1340395","0"
"2019-08-15","78.00000","80","75.31","78.00000","5508544","0"
"2019-08-16","81.00000","81.25","77","77.00000","2198749","0"
"2019-08-20","74.00000","75","71","73.00000","1215815","0"
"2019-08-21","74.00000","75","73","73.50000","568442","0"
"2019-08-22","74.00000","75.75","74","75.50000","756909","0"
"2019-08-23","75.50000","75.9","73.5","73.50000","4094548","0"
"2019-08-26","74.10000","75.5","74.1","75.15000","566955","0"
"2019-08-27","74.00000","74","68","70.50000","2136547","0"
"2019-08-28","64.00000","69","62","67.00000","1174516","0"
"2019-08-29","60.30000","70.5","60.3","66.00000","1247827","0"
"2019-08-30","64.00000","64","57","59.50000","1228848","0"
"2019-09-02","62.50000","65","62.5","65.00000","318951","0"
"2019-09-03","66.00000","66","58","65.00000","393947","0"
"2019-09-04","65.00000","66.5","63","65.60000","2999454","0"
"2019-09-05","68.00000","69.7","67.5","68.85000","1165743","0"
